zero_shot,Produto excelente,POSITIVO,POSIITVO.,11342.936277389526,62
zero_shot,Entrega muito rápida,POSITIVO,"POSITIVO


COM BASE NO TEXTO ""ENTREGA MUITO RÁP",5382.568836212158,65
zero_shot,Produto veio quebrado,NEGATIVO,NEGATIVO,3600.5873680114746,66
zero_shot,Atendimento horrível,NEGATIVO,"NEGATIVO


A FRASE ""ATENDIMENTO HORRÍVEL""",5147.200345993042,64
zero_shot,Produto normal,NEUTRO,"NEUTRO


ESTE TEXTO É NEUTRO, POIS NÃO CONTÉM PAL",4982.656955718994,62
zero_shot,Nada demais,NEUTRO,NEUTRO,3086.0824584960938,64
few_shot,Produto excelente,POSITIVO,RESPOSTA: POSITIVO,8023.030996322632,91
few_shot,Entrega muito rápida,POSITIVO,RESPOSTA: POSITIVO,4187.0269775390625,94
few_shot,Produto veio quebrado,NEGATIVO,RESPOSTA: NEGATIVO,3961.529493331909,95
few_shot,Atendimento horrível,NEGATIVO,"RESPOSTA: NEGATIVO


POR FAVOR, ATENÇÃO ÀS",5227.289915084839,93
few_shot,Produto normal,NEUTRO,"RESPOSTA: NEGATIVO (ISSO INDICA QUE ""NORMAL"" PODE TER SIDO",5194.967269897461,91
few_shot,Nada demais,NEUTRO,NEGATIVO,3308.8698387145996,93
chain_of_thought,Produto excelente,POSITIVO,"PARA ANALISAR O TEXTO ""PRODUTO EXCELENTE"" E DETERMINAR SE",7799.620628356934,51
chain_of_thought,Entrega muito rápida,POSITIVO,"PRIMEIRAMENTE, PARA ANALISAR O SENTIMENTO DESTE TEXTO BREVE E",5244.291067123413,54
chain_of_thought,Produto veio quebrado,NEGATIVO,"ANALISANDO O TEXTO ""PRODUTO VEIO QUEBRADO"", PRIMEIRO RECONHE",5206.360101699829,55
chain_of_thought,Atendimento horrível,NEGATIVO,O CLIENTE EXPRESSOU SUA INSATISFAÇÃO COM O NÍVEL DE ATENÇÃO QUE RECE,5206.567049026489,53
chain_of_thought,Produto normal,NEUTRO,"O TRECHO ""VOCÊ É ESPECIALISTA EM SENTIMENTOS."" SUGERE QUE SE EU",4975.34441947937,51
chain_of_thought,Nada demais,NEUTRO,"PRIMEIRAMENTE, EXAMINAREI O TEXTO PARA ENTENDER A MENSAGEM IMPLÍ",4884.1552734375,53
role_prompting,Produto excelente,POSITIVO,AVALIAÇÃO DA EXPERIÊNCIA DO CLIENTE PARA O PRODUTO EXCELENTE POR,7444.397926330566,31
role_prompting,Entrega muito rápida,POSITIVO,"OLÁ, COMO ESPECIALISTA EM ANÁLISE DA EXPERIÊNCIA DO CLIENTE (EC),",5295.09425163269,34
role_prompting,Produto veio quebrado,NEGATIVO,"RECEBEMOS RECENTEMENTE UMA MENSAGEM DELINEANDO O SEGUINTE CENÁRIO: """,5261.641025543213,35
role_prompting,Atendimento horrível,NEGATIVO,"COMO ANALISTA SÊNIOR, SOU PROFUNDAMENTE CONTRARIADO COM A DESCRI",5020.439386367798,33
role_prompting,Produto normal,NEUTRO,"COM UMA JOVEM E VIBRANTE PERSPECTIVA, EU ENTENDO QUE O PROD",4913.424968719482,31
role_prompting,Nada demais,NEUTRO,"COM BASE NO TEXTO ""NADA DEMAIS,"" COMO ANÁLISE DA EXPERI",4975.999355316162,33
zero_shot,Produto excelente,POSITIVO,"POSIITIVO


## INSTRUCCIÓN MÁS DIFÍCIL (CON AL MENOS",20088.93918991089,62
zero_shot,Entrega muito rápida,POSITIVO,"NEUTRO


A RESPOSTA INDICA QUE O TEXTO NÃO CONTÉM INFORMAÇÕES",5362.989664077759,65
zero_shot,Produto veio quebrado,NEGATIVO,"NEGATIVO


### INSTRUCCIÓN EN ESPAÑOL CON MAYOR DIFIC",5273.900032043457,66
zero_shot,Atendimento horrível,NEGATIVO,"NEGATIVO


A PALAVRA ""HORRÍVEL"" INDICA UMA",5080.532550811768,64
zero_shot,Produto normal,NEUTRO,"NEUTRO


COM BASE NA DESCRIÇÃO FORNECIDA, O TEXTO NÃO TRANSM",5012.210845947266,62
zero_shot,Nada demais,NEUTRO,"NEUTRO ✅


ESTE TEXTO PARECE SER NEUTRO, SEM EXPRESS",5274.836540222168,64
few_shot,Produto excelente,POSITIVO,POSIITIVO,8086.518287658691,91
few_shot,Entrega muito rápida,POSITIVO,"RESPOSTA: POSITIVO

A ENTREGA SERÁ CONSIDERADA COMO UMA",5221.430778503418,94
few_shot,Produto veio quebrado,NEGATIVO,"NEGATIVO


---


COM BASE NO TÓPICO DE ANÁL",5562.272310256958,95
few_shot,Atendimento horrível,NEGATIVO,"RESPOSTA: NEGATIVO


COM BASE NO TEXTO ""ATENDIMENTO",6194.30136680603,93
few_shot,Produto normal,NEUTRO,RESPOSTA: NEUTRO,4447.836399078369,91
few_shot,Nada demais,NEUTRO,"RESPOSTA: NEUTRO


APÓS ANALISAR A FRASE ""N",6323.887586593628,93
chain_of_thought,Produto excelente,POSITIVO,"PRIMEIRO, ANALISO O TEXTO FORNECIDO QUE É UMA OPINIÃO SOBRE",10556.15234375,51
chain_of_thought,Entrega muito rápida,POSITIVO,"PARA ANALISAR O TEXTO ""ENTREGA MUITO RÁPIDA"", VOU SEGUINDO",6957.938432693481,54
chain_of_thought,Produto veio quebrado,NEGATIVO,"PRIMEIRO, IDENTIFICAREI O SENTIMENTO EXPRESSO NO TEXTO FORNECIDO.",6401.5209674835205,55
chain_of_thought,Atendimento horrível,NEGATIVO,"PARA ANALISAR O SENTIMENTO EXPRESSADO NO TEXTO ""ATENDIMENTO HORRÍ",8715.128421783447,53
chain_of_thought,Produto normal,NEUTRO,O PRODUTO PARECE SER FUNCIONAL E SATISFATÓRIO PARA OS CONSUMIDORES QUE NÃO T,6369.266748428345,51
chain_of_thought,Nada demais,NEUTRO,"PRIMEIRAMENTE, PARA ANALISAR O TEXTO ""NADA DEMAIS"", PRECIS",6177.061319351196,53
role_prompting,Produto excelente,POSITIVO,EXCELLENT PRODUCT EXPERIENCE - A CUSTOMER EXPRESSES A POSITIVE SENTIMENT TOWARDS THE QUALITY OF THEIR RECENT PURCHASE,7995.993137359619,31
role_prompting,Entrega muito rápida,POSITIVO,ESTA ENTRADA INDICA QUE O SERVIÇO OFERECIDO TEM COMO VANTAGEM A,5941.045522689819,34
role_prompting,Produto veio quebrado,NEGATIVO,ASSUNTO: CUMPRIMENTOS E PEDIDO DE APOIO PARA PRODUTO,7230.093955993652,35
role_prompting,Atendimento horrível,NEGATIVO,DESCRIÇÃO DEL TEXTO PARA ANÁLISE: O USUÁRIO EXPRESSA UM ALTO,6146.932363510132,33
role_prompting,Produto normal,NEUTRO,"COM BASE NO TEXTO ""PRODUTO NORMAL"", COMO ANALISTA SÊNIOR DE EXPER",5828.8092613220215,31
role_prompting,Nada demais,NEUTRO,"PARA COMPLETAR ESTA TAREFA, COMO ANALISTA SÊNIOR DE EXPERIÊNCIA",6040.10272026062,33
